age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
34,1,2932,Marié(e),Consulting,Assistant de Direction,0,6,5,0,4,4,1,4,1,3,3,1,0,3,3,2,4,Transformation Digitale,1.5,1,2
33,0,5147,Célibataire,Commercial,Cadre Commercial,8,13,11,7,4,3,2,2,4,2,3,0,0,0,2,2,3,Marketing,1.0,1,7
49,0,4507,Célibataire,Commercial,Cadre Commercial,3,8,5,1,4,3,2,4,3,4,3,0,0,0,1,11,4,Marketing,1.5,0,4
33,0,8564,Célibataire,Commercial,Cadre Commercial,2,11,0,0,1,3,3,1,3,2,4,1,1,0,2,16,3,Infra & Cloud,1.5,0,0
38,0,2468,Marié(e),Consulting,Consultant,4,9,6,1,3,2,1,2,2,2,3,0,0,1,4,2,2,Transformation Digitale,2.0,0,5
31,1,8161,Marié(e),Commercial,Cadre Commercial,2,10,1,0,1,3,3,3,1,3,3,0,1,3,2,16,4,Marketing,1.5,0,0
29,0,2109,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,4,2,1,1,3,3,3,0,0,1,2,4,3,Entrepreunariat,1.5,0,0
30,1,5294,Marié(e),Consulting,Manager,3,10,7,0,3,4,2,3,3,3,3,0,0,1,3,16,3,Infra & Cloud,1.5,1,7
32,1,2718,Célibataire,Consulting,Assistant de Direction,2,12,7,7,2,3,1,2,2,3,3,0,0,0,3,5,4,Entrepreunariat,1.0,0,7
38,1,5811,Marié(e),Consulting,Manager,3,15,1,0,2,1,2,4,3,3,3,1,0,1,2,18,3,Transformation Digitale,1.5,1,0
43,1,2437,Marié(e),Consulting,Assistant de Direction,9,6,1,0,3,2,1,3,4,3,3,1,1,1,4,17,3,Entrepreunariat,2.0,0,0
42,1,2766,Divorcé(e),Consulting,Consultant,8,7,5,3,2,3,1,2,2,2,4,0,0,3,6,12,3,Transformation Digitale,1.5,0,4
55,1,19038,Marié(e),Consulting,Directeur Technique,8,34,1,0,3,2,5,1,2,3,3,0,0,3,2,2,3,Transformation Digitale,1.5,0,0
33,1,3055,Divorcé(e),Consulting,Assistant de Direction,5,11,9,8,4,3,2,2,4,2,3,0,0,2,2,4,3,Entrepreunariat,1.0,1,7
41,1,2289,Divorcé(e),Consulting,Consultant,1,5,5,3,3,3,1,1,2,3,4,0,0,2,2,9,4,Infra & Cloud,1.5,0,4
34,1,4001,Divorcé(e),Commercial,Cadre Commercial,1,15,15,14,4,3,2,3,3,3,3,1,0,1,3,10,3,Infra & Cloud,1.0,0,7
53,0,12965,Marié(e),Consulting,Tech Lead,4,27,3,2,1,2,4,3,4,2,4,1,0,3,2,1,4,Transformation Digitale,1.0,0,2
43,1,3539,Célibataire,Ressources Humaines,Ressources Humaines,0,10,9,7,2,3,1,4,2,3,3,0,0,0,5,2,3,Infra & Cloud,1.5,1,8
34,0,6029,Célibataire,Commercial,Cadre Commercial,5,6,2,2,4,1,2,4,1,3,3,0,0,0,3,3,2,Infra & Cloud,1.5,2,2
21,1,2679,Célibataire,Commercial,Représentant Commercial,1,1,1,0,2,3,1,2,2,3,3,0,1,0,3,7,1,Marketing,1.5,1,0
38,0,3702,Marié(e),Consulting,Consultant,1,5,5,4,4,2,1,3,2,3,3,0,0,1,3,6,2,Autre,1.5,0,4
22,0,2398,Marié(e),Consulting,Consultant,1,1,1,0,3,3,1,1,3,3,3,1,1,0,6,8,1,Transformation Digitale,1.5,0,0
31,0,5468,Marié(e),Commercial,Cadre Commercial,1,13,12,7,1,2,2,4,1,3,3,0,0,2,3,29,4,Marketing,1.5,5,7
51,0,13116,Marié(e),Consulting,Senior Manager,2,15,2,2,1,3,3,3,4,3,3,0,0,0,2,3,3,Entrepreunariat,1.5,2,2
37,1,4189,Marié(e),Commercial,Cadre Commercial,1,5,5,2,2,2,2,2,1,3,3,0,0,2,2,9,2,Marketing,1.5,0,3
46,1,19328,Divorcé(e),Consulting,Directeur Technique,7,24,2,1,3,3,5,4,3,3,3,1,0,1,3,2,4,Transformation Digitale,1.5,2,2
36,1,8321,Marié(e),Consulting,Manager,7,15,12,8,4,3,3,1,4,3,3,1,0,1,1,10,3,Infra & Cloud,1.5,5,7
44,1,2342,Divorcé(e),Consulting,Assistant de Direction,1,6,5,3,3,3,1,2,3,2,3,1,1,3,2,1,2,Transformation Digitale,2.0,2,3
37,1,4071,Divorcé(e),Ressources Humaines,Ressources Humaines,2,19,10,0,3,3,2,2,3,2,3,0,0,0,4,8,2,Autre,1.5,4,7
35,1,5813,Célibataire,Commercial,Cadre Commercial,1,10,10,7,3,3,2,4,4,3,3,1,1,0,2,27,3,Infra & Cloud,1.5,7,7
33,1,3143,Marié(e),Consulting,Assistant de Direction,6,14,10,8,4,4,1,1,2,3,3,0,0,1,1,8,4,Infra & Cloud,1.5,7,6
28,1,2044,Marié(e),Consulting,Assistant de Direction,1,5,5,3,3,3,1,4,3,4,3,0,0,1,6,1,3,Infra & Cloud,1.5,0,3
39,1,13464,Célibataire,Consulting,Directeur Technique,7,9,4,3,3,3,3,3,3,3,4,0,0,0,3,10,1,Transformation Digitale,1.5,2,2
46,1,7991,Célibataire,Commercial,Cadre Commercial,8,6,2,2,2,2,2,2,3,3,3,0,0,0,3,26,2,Infra & Cloud,1.0,2,2
40,0,3377,Marié(e),Consulting,Consultant,4,7,4,3,3,3,1,1,4,2,3,0,0,1,5,2,2,Infra & Cloud,1.5,0,2
42,1,5538,Marié(e),Consulting,Manager,5,10,0,0,2,4,2,1,3,2,3,0,0,2,2,13,3,Transformation Digitale,1.5,0,0
35,1,5762,Divorcé(e),Consulting,Tech Lead,2,15,7,7,2,3,2,4,3,3,3,0,0,1,6,2,2,Transformation Digitale,1.0,1,7
38,1,2592,Divorcé(e),Ressources Humaines,Ressources Humaines,5,13,11,10,1,3,1,2,4,3,3,0,0,3,3,2,3,Ressources Humaines,1.0,3,8
34,1,5346,Marié(e),Consulting,Consultant,4,11,7,1,4,3,2,1,3,2,3,0,1,1,3,9,4,Infra & Cloud,2.0,0,7
37,1,4213,Célibataire,Consulting,Tech Lead,1,10,10,3,4,3,2,1,2,1,3,0,1,0,4,10,4,Transformation Digitale,1.5,0,8
39,1,4127,Divorcé(e),Commercial,Cadre Commercial,2,7,2,1,3,3,2,4,4,3,3,0,0,1,6,20,3,Infra & Cloud,2.0,2,2
43,1,2438,Célibataire,Consulting,Assistant de Direction,4,7,3,2,1,3,1,3,3,2,3,0,0,0,2,9,3,Infra & Cloud,1.0,1,2
41,1,6870,Célibataire,Consulting,Manager,3,11,3,2,2,4,2,2,1,1,3,0,0,0,3,5,3,Infra & Cloud,1.5,1,2
41,0,10447,Divorcé(e),Commercial,Cadre Commercial,0,23,22,14,3,3,3,3,4,4,3,1,0,1,3,4,1,Marketing,1.5,13,5
30,0,9667,Célibataire,Consulting,Tech Lead,9,9,7,7,1,3,3,3,2,3,3,0,0,0,3,10,3,Transformation Digitale,1.5,0,2
26,0,2148,Marié(e),Ressources Humaines,Ressources Humaines,0,6,5,1,4,3,1,2,3,3,3,1,1,0,3,20,2,Transformation Digitale,1.5,1,4
46,0,8926,Marié(e),Consulting,Manager,4,13,9,7,4,3,2,2,4,4,4,0,1,1,2,21,2,Transformation Digitale,1.5,3,7
40,0,6513,Divorcé(e),Consulting,Manager,4,12,5,3,3,3,2,4,4,3,3,0,0,1,3,1,3,Infra & Cloud,1.5,0,3
34,1,6799,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,4,2,3,3,3,4,0,0,2,5,8,2,Entrepreunariat,1.5,4,8
58,1,16291,Divorcé(e),Commercial,Senior Manager,4,37,16,9,2,3,4,2,4,2,4,0,0,1,0,2,3,Transformation Digitale,1.0,14,14
35,1,2705,Marié(e),Consulting,Consultant,0,6,5,4,2,1,1,3,2,4,3,0,0,1,2,23,4,Transformation Digitale,1.5,0,3
47,0,10333,Divorcé(e),Consulting,Tech Lead,8,28,22,11,3,2,3,2,3,3,3,1,0,1,4,4,3,Infra & Cloud,1.5,14,10
40,0,4448,Divorcé(e),Consulting,Manager,2,15,7,4,2,3,2,1,2,3,3,0,0,1,3,12,3,Infra & Cloud,1.5,7,7
54,0,6854,Marié(e),Consulting,Assistant de Direction,4,14,7,1,4,3,2,4,2,2,3,0,0,1,2,7,4,Transformation Digitale,1.5,1,7
31,0,9637,Marié(e),Commercial,Cadre Commercial,2,9,3,2,1,3,3,1,4,3,3,0,0,2,3,7,4,Marketing,2.0,2,2
28,0,3591,Marié(e),Consulting,Assistant de Direction,1,3,3,2,3,3,1,1,3,3,4,0,0,1,3,1,3,Transformation Digitale,1.5,1,2
38,0,5405,Marié(e),Commercial,Représentant Commercial,2,20,4,2,2,1,2,4,1,2,4,1,0,2,4,2,4,Marketing,1.5,0,3
26,1,4684,Célibataire,Commercial,Cadre Commercial,1,5,5,3,3,3,2,4,1,3,3,0,0,0,4,10,3,Transformation Digitale,1.5,1,2
58,1,15787,Marié(e),Consulting,Directeur Technique,2,23,2,2,1,3,4,3,2,3,3,1,0,0,3,15,4,Infra & Cloud,2.0,2,2
18,0,1514,Célibataire,Consulting,Assistant de Direction,1,0,0,0,2,3,1,3,3,1,3,0,0,0,4,14,3,Transformation Digitale,1.0,0,0
31,1,2956,Marié(e),Ressources Humaines,Ressources Humaines,0,2,1,0,4,4,1,1,3,3,3,0,1,0,4,18,5,Ressources Humaines,1.5,0,0
29,1,2335,Divorcé(e),Ressources Humaines,Ressources Humaines,4,4,2,2,1,2,1,1,4,3,3,1,1,3,3,13,3,Ressources Humaines,1.5,2,0
45,0,5154,Marié(e),Commercial,Cadre Commercial,4,10,8,7,3,3,2,3,2,4,4,0,0,2,3,2,4,Infra & Cloud,1.0,5,7
36,0,6962,Marié(e),Consulting,Assistant de Direction,4,15,1,0,4,3,2,2,4,3,4,1,0,1,2,2,4,Autre,1.5,0,0
43,1,5675,Marié(e),Commercial,Cadre Commercial,1,7,7,7,1,3,2,4,3,3,4,0,0,1,5,2,4,Infra & Cloud,2.0,7,7
27,0,2379,Célibataire,Consulting,Consultant,0,6,5,4,4,3,1,4,3,2,3,1,0,0,3,5,2,Infra & Cloud,2.0,0,2
29,1,3812,Marié(e),Consulting,Consultant,1,11,11,8,4,3,1,4,2,4,3,0,0,0,3,20,1,Transformation Digitale,2.0,3,10
32,1,4648,Célibataire,Commercial,Cadre Commercial,8,4,0,0,4,3,2,4,3,4,3,0,0,0,2,10,4,Marketing,2.0,0,0
42,1,2936,Marié(e),Consulting,Assistant de Direction,3,10,6,3,3,3,1,3,2,2,4,0,0,2,1,10,4,Entrepreunariat,1.0,3,3
47,0,2105,Célibataire,Consulting,Consultant,4,7,2,2,2,3,1,3,3,3,3,0,0,0,2,9,4,Infra & Cloud,1.5,2,0
46,1,8578,Divorcé(e),Consulting,Tech Lead,3,12,9,8,4,3,3,4,3,2,3,0,0,1,4,2,2,Infra & Cloud,1.5,4,7
28,1,2706,Divorcé(e),Ressources Humaines,Ressources Humaines,1,3,3,2,3,3,1,4,2,3,3,0,0,1,2,1,2,Infra & Cloud,1.0,2,2
29,1,6384,Divorcé(e),Consulting,Manager,8,11,7,0,4,1,2,3,4,3,3,0,0,2,3,29,1,Infra & Cloud,1.5,1,6
42,1,3968,Célibataire,Consulting,Consultant,4,8,0,0,4,3,1,3,4,3,3,0,0,0,3,8,3,Infra & Cloud,1.5,0,0
32,1,9907,Célibataire,Commercial,Cadre Commercial,7,7,2,2,3,2,2,2,3,2,3,1,1,0,3,2,4,Marketing,1.5,2,2
46,0,13225,Divorcé(e),Commercial,Cadre Commercial,2,25,19,17,1,4,4,1,4,3,3,0,0,1,5,3,3,Entrepreunariat,1.5,2,8
27,0,3540,Marié(e),Commercial,Représentant Commercial,1,9,9,8,2,2,2,3,4,3,4,0,0,1,5,23,1,Transformation Digitale,1.5,5,8
29,1,2804,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,4,2,1,2,4,3,3,0,0,0,3,6,1,Transformation Digitale,1.5,0,0
43,0,19392,Marié(e),Consulting,Senior Manager,7,21,16,12,1,2,5,3,4,3,3,0,0,0,2,6,3,Transformation Digitale,1.5,6,14
48,1,19665,Marié(e),Consulting,Directeur Technique,4,29,22,10,4,2,5,2,4,3,3,0,0,0,3,10,3,Infra & Cloud,1.5,12,9
29,1,2439,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,4,2,2,4,1,1,0,3,24,2,Infra & Cloud,2.0,1,0
46,0,7314,Marié(e),Commercial,Cadre Commercial,5,14,8,7,3,3,3,2,3,3,4,0,1,3,2,10,3,Infra & Cloud,1.5,0,7
27,0,4774,Marié(e),Consulting,Assistant de Direction,0,8,7,6,4,2,1,1,4,2,3,0,0,1,2,15,3,Infra & Cloud,2.0,7,3
39,1,3902,Divorcé(e),Consulting,Assistant de Direction,8,7,2,2,4,3,2,4,2,3,3,0,0,3,2,19,4,Autre,1.5,2,2
55,1,2662,Marié(e),Consulting,Assistant de Direction,8,19,5,2,2,2,1,4,2,4,4,0,0,1,2,2,4,Entrepreunariat,1.5,0,4
28,0,2856,Marié(e),Commercial,Représentant Commercial,1,1,1,0,2,3,1,2,4,3,3,0,0,1,3,3,3,Transformation Digitale,1.5,0,0
30,1,1081,Célibataire,Commercial,Représentant Commercial,1,1,1,0,2,3,1,4,3,2,3,0,1,0,3,9,3,Transformation Digitale,1.5,0,0
22,1,2472,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,1,2,1,3,4,1,1,0,2,7,1,Infra & Cloud,1.5,0,0
36,0,5673,Marié(e),Commercial,Cadre Commercial,1,10,10,9,2,2,2,3,1,3,3,1,0,1,4,10,4,Entrepreunariat,1.5,1,7
31,1,4197,Divorcé(e),Consulting,Consultant,1,10,10,8,2,3,2,3,1,3,3,0,0,1,2,20,3,Infra & Cloud,1.5,0,2
34,1,9713,Marié(e),Commercial,Cadre Commercial,2,9,5,3,3,3,3,4,4,3,3,1,0,3,3,4,3,Infra & Cloud,1.5,1,0
29,1,2062,Célibataire,Consulting,Consultant,3,11,3,2,4,3,1,1,2,3,3,0,0,0,2,7,3,Infra & Cloud,1.5,1,2
37,1,4284,Marié(e),Consulting,Assistant de Direction,5,16,5,3,4,3,2,1,3,3,4,1,0,1,2,7,4,Transformation Digitale,1.5,0,4
35,0,4788,Marié(e),Consulting,Tech Lead,0,4,3,2,4,2,2,2,4,3,3,1,0,0,2,16,2,Autre,1.5,0,2
45,0,5906,Marié(e),Consulting,Tech Lead,0,10,9,8,2,2,2,4,4,2,3,0,0,2,2,25,2,Infra & Cloud,1.5,3,8
36,1,3886,Célibataire,Ressources Humaines,Ressources Humaines,1,10,10,1,2,2,2,4,4,2,4,0,0,0,2,2,1,Ressources Humaines,2.0,0,8
40,1,16823,Divorcé(e),Consulting,Senior Manager,2,22,19,7,1,3,4,1,1,3,3,0,0,1,3,1,4,Infra & Cloud,1.5,11,16
26,0,2933,Marié(e),Consulting,Assistant de Direction,1,1,1,0,2,2,1,3,3,2,3,1,0,1,3,1,2,Infra & Cloud,1.5,1,0
27,0,6500,Célibataire,Commercial,Cadre Commercial,0,9,8,7,1,4,2,3,2,2,3,0,0,0,5,2,2,Transformation Digitale,1.5,0,7
48,0,17174,Divorcé(e),Consulting,Senior Manager,3,24,22,17,4,3,4,4,2,3,3,0,0,1,3,22,3,Transformation Digitale,2.0,4,7
44,1,5033,Marié(e),Consulting,Manager,2,10,2,0,2,4,2,1,4,3,3,0,0,1,5,1,4,Infra & Cloud,1.5,2,2
34,1,2307,Marié(e),Consulting,Assistant de Direction,1,5,5,2,4,1,1,1,2,3,4,1,1,1,2,16,4,Entrepreunariat,1.0,3,0
56,1,2587,Célibataire,Consulting,Consultant,1,5,4,2,1,3,1,4,4,3,3,0,1,0,3,24,2,Infra & Cloud,1.5,1,0
36,1,5507,Marié(e),Commercial,Cadre Commercial,2,12,4,2,3,2,2,2,3,1,3,0,0,2,1,17,2,Marketing,1.5,1,3
41,0,4393,Marié(e),Commercial,Cadre Commercial,5,14,5,4,3,3,2,2,3,3,4,0,0,1,3,8,3,Marketing,1.5,1,4
42,1,13348,Marié(e),Consulting,Directeur Technique,9,18,13,7,3,3,3,1,2,4,3,0,0,1,3,6,3,Transformation Digitale,1.5,5,7
31,0,6583,Divorcé(e),Commercial,Cadre Commercial,2,8,5,2,3,3,2,4,4,3,3,1,0,1,2,10,2,Transformation Digitale,1.5,1,4
34,0,8103,Marié(e),Commercial,Cadre Commercial,3,9,4,2,4,2,2,4,3,2,3,1,0,0,3,3,1,Transformation Digitale,1.5,0,1
31,0,3978,Divorcé(e),Consulting,Consultant,8,4,2,2,1,4,1,3,2,2,3,0,0,1,0,4,3,Transformation Digitale,1.5,2,2
26,1,2544,Marié(e),Consulting,Consultant,0,8,7,7,3,4,1,4,1,3,3,0,0,1,3,6,3,Autre,2.0,7,7
45,1,5399,Célibataire,Consulting,Manager,4,12,4,2,2,3,2,3,3,3,3,0,0,0,3,1,4,Transformation Digitale,2.0,0,3
33,1,5487,Célibataire,Commercial,Cadre Commercial,1,10,10,4,2,3,2,3,2,2,3,0,0,0,2,10,4,Marketing,1.5,0,9
28,1,6834,Marié(e),Commercial,Cadre Commercial,1,7,7,7,3,2,2,4,3,3,3,1,0,1,2,1,2,Infra & Cloud,2.0,0,7
29,1,1091,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,4,1,1,4,3,3,0,1,0,3,24,3,Entrepreunariat,2.0,0,0
39,0,5736,Marié(e),Commercial,Cadre Commercial,6,10,3,2,1,1,2,3,3,3,3,0,0,1,1,21,4,Infra & Cloud,1.0,1,2
27,1,2226,Marié(e),Consulting,Assistant de Direction,1,6,5,3,2,3,1,2,3,2,3,0,0,1,3,2,4,Entrepreunariat,1.5,1,2
34,1,5747,Marié(e),Consulting,Assistant de Direction,1,16,15,10,3,2,2,4,2,3,3,1,0,0,3,22,4,Autre,2.0,6,11
28,0,9854,Célibataire,Commercial,Cadre Commercial,3,6,2,0,4,3,2,3,4,3,3,1,1,0,0,13,2,Marketing,1.5,2,2
47,1,5467,Marié(e),Consulting,Assistant de Direction,8,16,8,7,3,3,2,2,3,4,3,0,0,1,4,14,4,Entrepreunariat,1.0,1,7
56,0,5380,Marié(e),Commercial,Cadre Commercial,4,6,0,0,4,2,2,1,3,3,3,0,0,1,3,11,5,Marketing,1.5,0,0
39,1,5151,Marié(e),Consulting,Tech Lead,1,10,10,0,1,3,2,1,4,3,4,0,0,1,3,9,2,Transformation Digitale,1.5,7,9
38,0,2133,Divorcé(e),Consulting,Assistant de Direction,1,20,20,11,4,2,2,2,3,3,3,1,0,1,3,8,3,Transformation Digitale,2.0,0,7
58,0,17875,Marié(e),Commercial,Senior Manager,4,29,1,0,4,3,4,4,3,2,3,1,0,1,2,21,3,Infra & Cloud,1.5,0,0
32,0,2432,Célibataire,Consulting,Assistant de Direction,3,8,4,1,1,4,1,3,1,3,3,1,1,0,2,5,2,Infra & Cloud,2.0,0,3
38,1,4771,Divorcé(e),Consulting,Assistant de Direction,2,10,5,2,2,3,1,4,4,4,3,0,0,2,0,9,2,Infra & Cloud,1.5,0,3
49,1,19161,Marié(e),Consulting,Directeur Technique,3,28,5,4,2,3,5,4,4,3,3,0,0,0,3,2,1,Infra & Cloud,2.0,4,3
42,1,5087,Divorcé(e),Commercial,Cadre Commercial,3,14,0,0,2,3,2,4,3,3,3,1,0,2,4,12,4,Marketing,1.5,0,0
27,0,2863,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,1,2,1,3,3,0,1,0,2,22,3,Ressources Humaines,2.0,0,0
35,1,5561,Marié(e),Commercial,Cadre Commercial,0,6,5,3,2,3,2,1,4,1,3,0,0,1,2,18,4,Transformation Digitale,1.5,0,4
28,1,2144,Célibataire,Consulting,Assistant de Direction,1,5,5,3,3,3,1,3,3,2,3,0,0,0,3,16,3,Transformation Digitale,1.0,1,4
31,1,3065,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,3,3,1,1,4,4,3,1,0,1,3,3,2,Transformation Digitale,1.0,2,3
36,1,2810,Marié(e),Consulting,Consultant,1,5,5,4,1,4,1,2,2,3,4,0,0,0,3,9,4,Infra & Cloud,1.0,0,2
34,1,9888,Célibataire,Commercial,Cadre Commercial,1,14,14,8,1,3,3,4,1,2,4,0,0,0,3,1,3,Marketing,1.5,2,1
34,1,8628,Divorcé(e),Commercial,Cadre Commercial,1,9,8,7,4,3,3,3,3,2,3,0,0,1,2,13,4,Transformation Digitale,1.5,1,1
26,1,2867,Célibataire,Consulting,Consultant,0,8,7,7,3,3,1,1,4,2,3,0,0,0,6,1,3,Transformation Digitale,1.5,7,6
29,1,5373,Marié(e),Consulting,Manager,0,6,5,3,1,3,2,1,1,2,3,0,0,1,5,1,3,Infra & Cloud,1.5,0,2
32,0,6667,Divorcé(e),Consulting,Manager,5,9,5,1,3,3,2,4,2,3,3,0,0,1,6,15,4,Transformation Digitale,1.0,1,2
31,1,5003,Marié(e),Consulting,Assistant de Direction,1,10,10,8,4,1,2,1,2,3,4,0,0,0,6,1,3,Infra & Cloud,2.0,8,7
28,1,2367,Divorcé(e),Consulting,Consultant,5,6,4,1,3,2,1,4,1,2,3,0,1,1,2,17,3,Entrepreunariat,1.5,0,3
38,1,2858,Célibataire,Commercial,Représentant Commercial,4,20,1,0,1,2,1,1,1,2,3,0,0,0,3,1,3,Infra & Cloud,1.5,0,0
35,0,5204,Marié(e),Commercial,Cadre Commercial,1,10,10,8,3,3,2,4,4,3,3,1,0,0,2,7,4,Infra & Cloud,1.5,0,9
27,1,4105,Célibataire,Commercial,Cadre Commercial,1,7,7,7,4,3,2,4,1,3,3,0,0,0,5,9,3,Marketing,1.5,0,7
32,1,9679,Célibataire,Consulting,Tech Lead,8,8,1,0,4,2,2,4,2,3,4,0,0,0,1,5,4,Infra & Cloud,1.5,0,0
31,1,5617,Marié(e),Commercial,Cadre Commercial,1,10,10,7,1,3,2,4,3,3,3,1,1,0,4,26,4,Marketing,2.0,0,8
53,1,10448,Célibataire,Commercial,Cadre Commercial,6,15,2,2,1,3,3,1,2,2,3,1,1,0,2,24,4,Infra & Cloud,1.5,2,2
54,0,2897,Marié(e),Consulting,Assistant de Direction,3,9,4,3,1,3,2,3,3,2,3,0,0,2,6,9,2,Infra & Cloud,1.5,2,3
33,1,5968,Divorcé(e),Consulting,Manager,1,9,9,7,4,3,2,3,3,3,4,0,0,3,2,7,2,Infra & Cloud,2.0,2,8
43,1,7510,Marié(e),Consulting,Manager,1,10,10,9,1,3,3,3,2,3,3,0,0,1,1,11,3,Infra & Cloud,1.5,0,9
38,1,2991,Marié(e),Ressources Humaines,Ressources Humaines,0,7,6,2,4,3,1,2,2,3,3,1,0,1,2,1,4,Autre,2.0,1,2
55,1,19636,Marié(e),Ressources Humaines,Senior Manager,4,35,10,9,3,4,5,2,1,3,3,1,0,1,0,26,4,Ressources Humaines,1.5,1,4
31,0,1129,Divorcé(e),Consulting,Consultant,1,1,1,0,4,1,1,4,3,3,3,1,0,3,4,2,1,Transformation Digitale,1.5,0,0
39,1,13341,Célibataire,Commercial,Cadre Commercial,0,21,20,8,2,3,4,1,1,3,3,0,0,0,3,15,4,Marketing,1.5,11,10
42,1,4332,Célibataire,Consulting,Assistant de Direction,1,20,20,9,4,2,2,3,4,3,3,0,0,0,2,23,2,Infra & Cloud,1.0,3,7
31,0,11031,Marié(e),Consulting,Directeur Technique,4,13,11,7,3,3,3,3,3,4,4,0,0,1,2,10,3,Transformation Digitale,1.0,4,8
54,0,4440,Célibataire,Consulting,Tech Lead,6,9,5,2,3,3,2,1,4,3,3,1,0,0,3,10,3,Transformation Digitale,1.5,1,4
24,1,4617,Célibataire,Consulting,Manager,1,4,4,3,2,2,2,3,2,2,3,0,0,0,2,1,2,Infra & Cloud,1.5,1,2
23,1,2647,Célibataire,Consulting,Consultant,1,5,5,2,4,3,1,4,3,4,3,0,0,0,6,12,2,Autre,1.5,1,4
40,0,6323,Marié(e),Consulting,Consultant,1,10,10,9,4,3,2,3,1,4,3,0,0,1,2,11,3,Entrepreunariat,2.0,9,4
40,0,5677,Marié(e),Commercial,Cadre Commercial,3,15,11,8,2,3,2,2,3,3,3,0,0,1,4,2,2,Marketing,1.5,5,10
25,0,2187,Marié(e),Ressources Humaines,Ressources Humaines,4,6,2,0,3,3,1,2,3,3,3,0,0,0,3,2,3,Ressources Humaines,1.5,1,2
30,1,3748,Marié(e),Consulting,Consultant,1,12,12,8,4,3,1,2,3,2,3,0,0,0,6,1,2,Transformation Digitale,1.5,1,7
25,1,3977,Divorcé(e),Consulting,Consultant,6,7,2,2,4,3,1,3,3,2,3,1,0,1,2,2,1,Autre,1.5,0,2
47,1,8633,Célibataire,Consulting,Manager,2,25,17,14,1,3,3,3,2,3,4,0,0,0,3,25,3,Transformation Digitale,1.5,12,11
33,1,2008,Divorcé(e),Consulting,Consultant,1,1,1,1,2,2,1,3,3,2,3,0,0,3,2,1,2,Transformation Digitale,1.0,0,0
38,1,4440,Marié(e),Commercial,Cadre Commercial,0,16,15,13,4,3,2,2,1,3,3,0,0,2,3,1,4,Infra & Cloud,1.5,5,8
31,1,3067,Marié(e),Commercial,Représentant Commercial,0,3,2,2,1,3,1,3,3,3,3,0,0,1,1,2,2,Infra & Cloud,1.5,1,2
38,1,5321,Marié(e),Consulting,Tech Lead,2,10,8,3,1,2,2,3,4,3,3,0,0,1,1,6,4,Infra & Cloud,2.0,7,7
42,1,5410,Divorcé(e),Consulting,Assistant de Direction,6,9,4,3,4,3,2,1,3,2,3,1,0,1,3,18,4,Infra & Cloud,1.5,1,2
41,1,2782,Marié(e),Consulting,Assistant de Direction,3,12,5,3,4,3,1,4,1,3,4,0,0,1,3,1,3,Infra & Cloud,1.5,1,0
47,0,11957,Marié(e),Consulting,Directeur Technique,0,14,13,8,3,3,3,2,1,1,3,0,0,2,3,1,1,Transformation Digitale,1.0,5,12
35,1,2660,Marié(e),Consulting,Consultant,7,5,2,2,4,3,1,3,3,3,3,1,0,1,3,11,4,Transformation Digitale,1.5,2,2
22,1,3375,Célibataire,Consulting,Assistant de Direction,0,4,3,2,4,3,1,3,4,4,3,0,0,0,2,1,2,Infra & Cloud,1.5,1,2
35,1,5098,Célibataire,Consulting,Assistant de Direction,1,10,10,7,2,3,2,3,2,3,3,0,0,0,5,9,4,Transformation Digitale,1.5,0,8
33,0,4878,Marié(e),Consulting,Manager,0,10,9,7,2,3,2,4,1,3,3,1,0,1,6,15,2,Transformation Digitale,1.5,8,1
32,0,2837,Célibataire,Consulting,Consultant,1,6,6,2,3,2,1,2,3,3,3,0,0,0,3,29,4,Infra & Cloud,1.5,4,1
40,1,2406,Marié(e),Consulting,Consultant,8,8,1,0,1,3,1,4,3,2,3,0,0,2,3,1,4,Infra & Cloud,1.5,0,0
32,1,2269,Marié(e),Commercial,Représentant Commercial,0,3,2,2,2,2,1,2,2,3,3,0,0,1,2,1,4,Transformation Digitale,1.5,2,2
39,1,4108,Célibataire,Consulting,Assistant de Direction,7,18,7,7,1,3,2,4,1,3,3,0,0,0,2,24,1,Infra & Cloud,1.5,1,7
38,0,13206,Marié(e),Consulting,Directeur Technique,3,20,18,16,2,1,3,3,1,3,3,0,0,1,3,10,3,Transformation Digitale,1.5,1,11
